id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,review_val,rating,text_review
5385943,Spacious Room in Awesome Apt Sublet,27919611,Matthew,Manhattan,Washington Heights,40.83242,-73.93931,Private room,28,20,1,,,1,0,1,1,
24412104,Cozy feel at home studio,91034542,Maureen,Manhattan,Kips Bay,40.74408,-73.97803,Private room,10,5,42,6/30/2019,2.87,1,2,155.4,3.7,
21627938,Unbelievable male room Manhattan for lngterm! III,39528519,Max,Manhattan,Lower East Side,40.71021,-73.98863,Shared room,29,100,1,,,28,341,1,1,
16221732,A Comfortable Cozy  Room,4013000,Mei,Queens,Bayside,40.75465,-73.77361,Private room,30,15,31,5/6/2019,0.99,2,142,77.5,2.5,
16346527,a budget comfy room,4013000,Mei,Queens,Bayside,40.75377,-73.7726,Private room,30,15,22,6/2/2019,0.7,2,145,55,2.5,
29607688,Female only Close to Manhattan Safe Clean,99108929,Melih,Queens,Sunnyside,40.73753,-73.92233,Shared room,29,5,2,2/21/2019,0.27,2,23,3,1.5,
29489893,Beautiful furnished private studio with backyard,222098649,Melissa,Queens,Jamaica,40.68547,-73.79063,Entire home/apt,20,1,111,7/7/2019,13.11,1,41,477.3,4.3,
21936288,Infinite Bliss,118807152,Melissa,Queens,Elmhurst,40.74361,-73.87732,Private room,30,1,15,6/30/2019,0.77,1,249,22.5,1.5,
6246010,Skyview Private Small Room,9922972,Memo & Iso,Brooklyn,Bedford-Stuyvesant,40.68517,-73.9369,Private room,30,1,170,6/23/2019,3.34,5,165,731,4.3,
6245792,Orange Room,9922972,Memo & Iso,Brooklyn,Bedford-Stuyvesant,40.68549,-73.93532,Private room,30,1,163,6/18/2019,3.21,5,134,700.9,4.3,
6603534,Private Small Grey Room,9922972,Memo & Iso,Brooklyn,Bedford-Stuyvesant,40.68517,-73.93473,Private room,30,1,107,6/15/2019,2.18,5,345,460.1,4.3,
18645286,Sunny & cozzy room in beautiful apartment,48157058,MichÃ¨le,Brooklyn,Crown Heights,40.67541,-73.93253,Private room,26,7,1,,,1,59,1,1,
4093591,1 Room & 1 Bath,11090576,Michael,Brooklyn,Bushwick,40.69216,-73.90859,Private room,25,1,8,1/15/2015,0.14,1,0,12,1.5,
22572695,Simple studio,48616155,Michelle,Brooklyn,Flatbush,40.64663,-73.96187,Shared room,23,1,57,6/23/2019,3.27,1,58,210.9,3.7,
21771486,Park Slope it! Close to Manhattan! Renovated!,31697949,Michelle,Brooklyn,Sunset Park,40.66475,-73.99629,Private room,30,2,7,5/15/2018,0.36,1,0,10.5,1.5,
22611675,Private Room in WaHi,166398662,Michelle,Manhattan,Washington Heights,40.8372,-73.94196,Private room,25,1,2,1/24/2018,0.11,1,0,3,1.5,
9786182,Lovely room in Harlem,26627436,Mike,Manhattan,Harlem,40.81602,-73.94316,Private room,29,28,42,8/19/2018,1,1,16,155.4,3.7,
8015917,Room in Brownstone Apartment,12474780,Mike,Brooklyn,Park Slope,40.66948,-73.97797,Private room,30,1,6,8/1/2016,0.14,1,0,9,1.5,
22117898,Brooklyn city room,160495098,Miller,Brooklyn,East Flatbush,40.63479,-73.94848,Private room,27,2,4,9/29/2018,0.23,5,0,6,1.5,
30450834,Minaâ€™s House,228622994,Mina,Queens,Jamaica,40.69409,-73.79363,Private room,29,1,26,4/14/2019,3.84,1,0,65,2.5,
4031809,Prewar classic NYC apartment.,20902552,Miquel,Manhattan,Washington Heights,40.83456,-73.94344,Private room,16,14,1,,,1,0,1,1,
25669472,Modern comfy studio apartment,121851703,Mo,Queens,Queens Village,40.72105,-73.73444,Entire home/apt,25,1,45,7/1/2019,3.37,2,292,166.5,3.7,
32038185,8mins  to JFK airport separate door & bathroom,240203470,Modesta,Queens,Jamaica,40.67804,-73.80122,Private room,25,1,44,6/30/2019,9.23,1,41,162.8,3.7,
31189073,Quite and comfortable shared room in UES,45317760,Mohammed,Manhattan,Upper East Side,40.77096,-73.95512,Shared room,30,1,23,6/13/2019,3.67,3,13,57.5,2.5,
28908658,Small Reasonable stay in NYC 3min Subway Grand Ave,204704622,Momoyo,Queens,Elmhurst,40.74035,-73.87617,Private room,29,29,1,6/20/2019,1,7,6,1.5,1.5,
18194450,Gorgeous Brooklyn Bedroom with Luxury Decor,54289696,Monica,Brooklyn,Crown Heights,40.67038,-73.93214,Private room,27,2,81,6/9/2019,2.99,1,84,299.7,3.7,
4472904,Dorm Sz Room. Near 2 & 5 train 180 st Bronx zoo,1532337,Monica,Bronx,Van Nest,40.8423,-73.87055,Private room,25,30,6,5/28/2019,0.17,4,219,9,1.5,
31053045,Sleeper shared rm on subway bronx zoo 30m2NYC,1532337,Monica,Bronx,Van Nest,40.84087,-73.8699,Shared room,20,10,3,7/1/2019,0.68,4,25,4.5,1.5,
16314419,Shared Living Space in Bushwick Brooklyn,106756395,Monica,Brooklyn,Bedford-Stuyvesant,40.68937,-73.9226,Shared room,25,1,3,12/31/2016,0.1,2,0,4.5,1.5,
31032487,Share Lg studio rm b2*2 blocks subway *Bronx Zoo,1532337,Monica,Bronx,Van Nest,40.84119,-73.87049,Shared room,20,10,2,6/30/2019,0.32,4,114,3,1.5,
30942778,Share a Lg Studio room* 2 blocks subway* Bronx Zoo,1532337,Monica,Bronx,Van Nest,40.84047,-73.87127,Shared room,20,14,1,5/8/2019,0.48,4,139,1.5,1.5,
17437106,Couch in Harlem Harvey Refugees only,33511962,Morgan,Manhattan,Harlem,40.81302,-73.95349,Shared room,10,1,1,,,1,0,1,1,
21314250,5 STAR COZY ROOM,154238443,Mrs,Bronx,Belmont,40.85579,-73.88512,Private room,29,3,9,6/12/2019,0.43,2,322,13.5,1.5,
21366806,Comfortable air bed near bronx zoo and sbh,154238443,Mrs,Bronx,Belmont,40.85456,-73.88521,Private room,29,4,5,6/1/2019,0.25,2,360,7.5,1.5,
31071518,Private room in my apartment.,191442758,Naftali,Manhattan,Harlem,40.81425,-73.94549,Private room,28,4,6,4/16/2019,1.05,1,0,9,1.5,
34146260,Crash Pad in Jackson Heights,153371127,Nancy,Queens,Jackson Heights,40.75023,-73.87772,Shared room,27,1,4,6/10/2019,2.73,2,355,6,1.5,
35481276,NIGHT CRAS PAD,153371127,Nancy,Queens,Jackson Heights,40.74908,-73.87961,Shared room,28,1,1,,,2,341,1,1,
7221446,# sunny skylit sanctuary in the heart of BK! #,1903737,Natalie,Brooklyn,Bedford-Stuyvesant,40.69588,-73.93384,Private room,29,3,30,3/24/2019,0.65,3,0,75,2.5,
16015571,Bright and Spacious Living Room.,39261381,Nathaniel,Brooklyn,Flatlands,40.62531,-73.93414,Shared room,22,1,20,7/3/2019,1.28,2,160,30,1.5,
23861801,2 Sofa-beds in Livingroom- Check in: 5:45pm - 11pm,81510823,Ndeye Aissatou,Brooklyn,Bedford-Stuyvesant,40.68829,-73.93184,Shared room,30,1,99,6/30/2019,6.31,1,67,366.3,3.7,
13676601,Here's a great offer on a spacious furnished room!,79598330,Nesha,Brooklyn,East Flatbush,40.66337,-73.92576,Private room,30,3,20,3/31/2018,0.54,1,27,30,1.5,
29152795,Hostel- Twin-sized Bed in Shared Room in Brooklyn,201813482,Nick,Brooklyn,Bushwick,40.70442,-73.91707,Shared room,25,4,27,6/18/2019,3.01,5,49,67.5,2.5,
29060585,Hostel - Full-sized Bed in Shared Room in Brooklyn,201813482,Nick,Brooklyn,Bushwick,40.70431,-73.91584,Shared room,25,4,17,6/23/2019,1.88,5,80,25.5,1.5,
29059870,Hostel - Twin-sized Bed in Shared Room in Brooklyn,201813482,Nick,Brooklyn,Bushwick,40.70652,-73.91784,Shared room,25,4,14,6/5/2019,1.56,5,62,21,1.5,
34286555,Comfortable Futon Couch in Brooklyn,10714931,Nick,Brooklyn,Crown Heights,40.67326,-73.95367,Shared room,24,5,7,7/1/2019,3.33,4,14,10.5,1.5,
35197505,twin bed in hostel style shared room,201813482,Nick,Brooklyn,Bushwick,40.70513,-73.91576,Shared room,25,4,1,,,5,340,1,1,
35200165,Twin bed in hostel with other guests,201813482,Nick,Brooklyn,Bushwick,40.70508,-73.91577,Shared room,25,4,1,,,5,346,1,1,
28044146,J- **LUXURY SHARED ROOM 2PPL FREE WIFI+CABLE+AC,8814258,Nikole,Queens,South Ozone Park,40.67286,-73.79666,Shared room,29,5,1,9/14/2018,0.1,7,365,1.5,1.5,
30423282,Lovely Aprt. 6 mins walk from Utica Av. Station,210427776,Obinna,Brooklyn,Crown Heights,40.67708,-73.92944,Private room,25,2,4,1/10/2019,0.59,1,0,6,1.5,
32042721,Sunny BR w/ Private LR 15 min to JFK free Parking,240239465,Okhela,Queens,St. Albans,40.70132,-73.75463,Entire home/apt,30,2,11,5/25/2019,2.32,2,230,16.5,1.5,
23004287,Brooklyn  KingsHwy . 1 room for 1 person,166204258,Olga,Brooklyn,Sheepshead Bay,40.6092,-73.9572,Private room,27,1,1,2/5/2018,0.06,1,0,1.5,1.5,
23827905,Central Park View-Free Museum Tickets-Private Room,101438864,Omar,Manhattan,Upper West Side,40.79368,-73.96373,Private room,30,1,89,6/27/2019,6.03,2,94,329.3,3.7,
29690801,Private room next to N train.,198021963,Onur,Brooklyn,Borough Park,40.61979,-73.98886,Private room,20,1,12,6/25/2019,1.66,1,14,18,1.5,
34791645,Mott Haven Dorm FF,30509656,Orit,Bronx,Port Morris,40.80858,-73.93164,Shared room,28,1,10,6/23/2019,6.82,8,351,15,1.5,
34715931,Mott Haven Dorm AA,30509656,Orit,Bronx,Port Morris,40.80852,-73.9306,Shared room,28,1,5,6/17/2019,2.94,8,60,7.5,1.5,
34718633,Mott Haven Dorm CC,30509656,Orit,Bronx,Port Morris,40.80838,-73.93091,Shared room,28,1,3,6/3/2019,1.7,8,363,4.5,1.5,
34782691,Mott Haven Dorm EE,30509656,Orit,Bronx,Port Morris,40.80868,-73.93015,Shared room,28,1,3,6/21/2019,2.65,8,362,4.5,1.5,
34718463,Mott Haven Dorm DD,30509656,Orit,Bronx,Port Morris,40.80996,-73.93172,Shared room,28,1,2,5/21/2019,1.15,8,365,3,1.5,
35169758,Mott Haven Dorm GG,30509656,Orit,Bronx,Port Morris,40.80828,-73.9319,Shared room,28,1,2,6/16/2019,2,8,88,3,1.5,
34717211,Mott Haven Dorm BB,30509656,Orit,Bronx,Port Morris,40.80869,-73.9317,Shared room,28,1,1,5/25/2019,0.67,8,73,1.5,1.5,
18270109,Beautiful Room by Bushwick Brooklyn!!,99608108,Osa,Brooklyn,Bushwick,40.70457,-73.91603,Private room,29,2,40,6/22/2019,1.49,3,319,148,3.7,
31568673,Large private room w/ 2 built-in closets,236631469,Paloma,Bronx,Williamsbridge,40.88449,-73.86227,Private room,25,30,1,,,1,85,1,1,
27752128,sofa Bed And Breakfast,205706382,Peter,Queens,Maspeth,40.72514,-73.89845,Shared room,11,1,1,,,1,245,1,1,
36243183,Spacious private room #2,35783912,Pi & Leo,Bronx,Fordham,40.86264,-73.89139,Private room,29,2,1,,,8,81,1,1,
4784846,1 BR in loft / Bushwick,24667595,Pierre,Brooklyn,Bushwick,40.69169,-73.92351,Private room,30,1,8,6/25/2017,0.15,1,0,12,1.5,
34229869,Cozy Living Room Futon,27537930,Preston,Bronx,Pelham Gardens,40.86209,-73.84667,Shared room,20,1,1,,,1,5,1,1,
20933849,the best you can find,13709292,Qiuchi,Manhattan,Murray Hill,40.75091,-73.97597,Entire home/apt,50,3,1,,,1,0,1,1,
25839759,Gigantic Sunny Room in Park Slope-Private Backyard,167570251,Rachel,Brooklyn,Sunset Park,40.66242,-73.99464,Entire home/apt,10,1,14,10/28/2018,1.06,1,4,21,1.5,
27965802,Cheap and Worth it!,154678310,Rafael,Queens,Elmhurst,40.74038,-73.87381,Private room,30,1,24,2/2/2019,2.32,1,0,60,2.5,
27083575,Happy home 2,158178970,Raquel,Staten Island,Randall Manor,40.62972,-74.12539,Private room,22,1,21,7/4/2019,1.77,3,261,52.5,2.5,
21981845,A happy home,158178970,Raquel,Staten Island,Randall Manor,40.63108,-74.12512,Private room,27,1,21,6/19/2019,1.14,3,287,52.5,2.5,
34870577,Happy Home 3,158178970,Raquel,Staten Island,Randall Manor,40.63136,-74.12559,Shared room,13,1,9,7/5/2019,5.51,3,8,13.5,1.5,
24231655,Humble Abode in the Bronx,37417547,Raquel,Bronx,Mount Eden,40.84197,-73.91292,Private room,25,2,2,5/19/2018,0.14,1,0,3,1.5,
30527526,Pelham south,228773060,Reggae In,Bronx,Bronxdale,40.85398,-73.86451,Private room,25,2,1,12/14/2018,0.14,1,0,1.5,1.5,
28338004,Mott Haven Dorm-Bed D,174785358,Rem,Bronx,Port Morris,40.80994,-73.93061,Shared room,28,1,29,5/27/2019,3.09,7,89,72.5,2.5,
28291704,Mott Haven Dorm-Bed A,174785358,Rem,Bronx,Port Morris,40.8102,-73.93147,Shared room,28,1,18,6/20/2019,1.93,7,60,27,1.5,
28335929,Mott Haven Dorm-Bed B,174785358,Rem,Bronx,Port Morris,40.80952,-73.93005,Shared room,28,1,17,6/3/2019,1.79,7,83,25.5,1.5,
31267520,Mott Haven Dorm-Bed F,174785358,Rem,Bronx,Port Morris,40.8094,-73.93173,Shared room,28,1,17,6/18/2019,2.77,7,319,25.5,1.5,
28338131,Mott Haven Dorm-Bed E,174785358,Rem,Bronx,Port Morris,40.80977,-73.93038,Shared room,28,1,16,6/22/2019,1.7,7,0,24,1.5,
34444336,Mott Haven Dorm-Bed G,174785358,Rem,Bronx,Port Morris,40.80816,-73.93176,Shared room,28,1,4,6/14/2019,2.07,7,64,6,1.5,
34446898,Mott Haven Dorm-Bed H,174785358,Rem,Bronx,Port Morris,40.80856,-73.93055,Shared room,28,1,4,6/22/2019,2.03,7,71,6,1.5,
19073347,Comfy convenient futon for solo traveler,83756656,Richard,Manhattan,Lower East Side,40.71884,-73.99076,Shared room,29,2,21,6/4/2019,0.86,1,0,52.5,2.5,
375249,Enjoy Staten Island Hospitality,1887999,Rimma & Jim,Staten Island,Graniteville,40.62109,-74.16534,Private room,20,3,80,5/26/2019,0.92,1,226,296,3.7,
35042058,Big one bedroom apt new and beautiful.,19342,Rivka,Manhattan,Upper West Side,40.799,-73.96315,Entire home/apt,11,7,1,,,1,273,1,1,
22510506,PrÃ­vate room,165003654,Rocio,Bronx,Norwood,40.87396,-73.87785,Private room,26,30,24,1/15/2019,1.39,1,303,60,2.5,
22446205,Brooklyn clean and quiet,164456084,Roody,Brooklyn,Canarsie,40.63409,-73.89383,Private room,27,1,1,,,1,0,1,1,
34316785,La Greka (Couch Surfing),109843377,Rubi,Brooklyn,Bedford-Stuyvesant,40.67981,-73.91022,Shared room,25,7,1,,,2,88,1,1,
24114389,Very Spacious bedroom steps from CENTRAL PARK.,180661875,Salim,Manhattan,Upper West Side,40.76844,-73.98333,Private room,10,1,2,4/23/2018,0.13,1,0,3,1.5,
1620248,Large furnished 2 bedrooms- - 30 days Minimum,2196224,Sally,Manhattan,East Village,40.73051,-73.9814,Entire home/apt,10,30,1,,,4,137,1,1,
12826965,Cozy Bright Private Room in NY (Only for female),69989416,Sammie,Queens,Flushing,40.7555,-73.82712,Private room,30,4,54,4/21/2019,1.39,1,64,199.8,3.7,
6731373,Brooklyn Yellow,35086035,Sammy,Brooklyn,Crown Heights,40.66913,-73.93199,Private room,25,2,5,12/31/2018,0.27,1,158,7.5,1.5,
12625934,Private oasis in Hamilton Heights.,68551886,Sandra,Manhattan,Harlem,40.82859,-73.9497,Private room,25,1,1,,,1,0,1,1,
2414157,Relaxed Comfortable Beds in A Cozy Apartment.,8904815,Sandra&Orlando,Brooklyn,Flatbush,40.64307,-73.95455,Shared room,30,5,34,6/29/2019,0.52,2,288,85,2.5,
17891040,Brooklyn Bay Ridge areaâ˜…â˜…æ˜Žã‚‹ã„ãŠéƒ¨å±‹â˜…,55981584,Saori,Brooklyn,Bay Ridge,40.63613,-74.02262,Private room,29,1,3,4/10/2017,0.11,2,0,4.5,1.5,
12657527,sunny room in NYC!,46047223,Sarah,Brooklyn,Crown Heights,40.66612,-73.93696,Shared room,20,1,1,,,1,0,1,1,
32384354,Shared Room - All Female - Great Roommates!,107180958,Sarah & John @ Bedly,Brooklyn,Crown Heights,40.67652,-73.94016,Shared room,26,15,2,5/31/2019,0.59,2,23,3,1.5,
32384721,Shared Room: All Male - Coed Apt-Great Roommates,107180958,Sarah & John @ Bedly,Brooklyn,Crown Heights,40.67692,-73.94038,Shared room,26,20,2,5/13/2019,0.75,2,49,3,1.5,
30999358,Living room at prime location,96379433,Satish,Brooklyn,Sunset Park,40.65924,-73.99685,Shared room,22,1,5,1/14/2019,0.81,2,0,7.5,1.5,
11059197,Clean and warm room in Flushing,57398859,Sean,Queens,Flushing,40.76726,-73.81217,Private room,27,1,1,,,1,0,1,1,
21292185,Great shared room / Best price high quality!,17706542,Sergey,Brooklyn,Bushwick,40.69731,-73.90824,Shared room,29,30,2,12/19/2018,0.1,6,324,3,1.5,
21304320,Best Coliving space ever! Shared room.,101970559,Sergii,Brooklyn,Bushwick,40.69166,-73.90928,Shared room,50,30,5,5/24/2019,0.26,6,139,7.5,1.5,
21659073,Great shared apartm in the heart of Bushwick,146345538,Sergii,Brooklyn,Bushwick,40.69168,-73.9132,Shared room,28,30,5,10/27/2018,0.25,5,281,7.5,1.5,
22258432,Awesome designed shared room in beautiful Coliving,146345538,Sergii,Brooklyn,Bushwick,40.69329,-73.91328,Shared room,15,30,3,7/14/2018,0.16,5,344,4.5,1.5,
21291569,Coliving in Brooklyn! Modern design  Shared room,101970559,Sergii,Brooklyn,Bushwick,40.69211,-73.9067,Shared room,50,30,2,6/22/2019,0.11,6,333,3,1.5,
15435714,A calm & peaceful spot to relax in the buzzing NYC,57696968,Shapel,Queens,South Ozone Park,40.67711,-73.8054,Private room,29,1,73,8/12/2018,2.2,1,0,270.1,3.7,
14945585,Furnished Room with spacious backyard,94039418,Shawn,Brooklyn,Bushwick,40.69251,-73.92478,Private room,25,2,1,9/12/2016,0.03,1,0,1.5,1.5,
5749147,Quiet Attic Room for Single Female Traveler,860636,Shawn(Ta),Bronx,Tremont,40.84061,-73.88858,Private room,30,3,11,10/2/2018,0.45,3,0,16.5,1.5,
32493281,Cozy Bed in  Musician housing  (4/20 friendly),136943521,Shemar,Brooklyn,Bushwick,40.69501,-73.91125,Shared room,30,1,11,6/16/2019,2.34,1,157,16.5,1.5,
23105516,NO EXTRA FEES NO MIN. NITES:  1.5 blocks to train,82889379,Shera,Bronx,Woodlawn,40.8987,-73.86389,Private room,29,1,81,6/9/2019,4.93,4,192,299.7,3.7,
17224372,Friendly Room 20-202,115993835,Shimin,Brooklyn,Sunset Park,40.63992,-74.0076,Private room,28,1,31,3/10/2019,1.08,5,1,77.5,2.5,
17225037,Private Room20-102,115993835,Shimin,Brooklyn,Sunset Park,40.63929,-74.00669,Private room,30,1,27,4/1/2019,1.64,5,168,67.5,2.5,
27935946,Cozy room 20-101,115993835,Shimin,Brooklyn,Sunset Park,40.64021,-74.00867,Private room,29,1,18,4/27/2019,1.73,5,0,27,1.5,
28670432,X 20-203,115993835,Shimin,Brooklyn,Sunset Park,40.64036,-74.00822,Private room,26,1,13,4/12/2019,1.36,5,141,19.5,1.5,
28833210,Bright Room 20-203,115993835,Shimin,Brooklyn,Sunset Park,40.63867,-74.00681,Private room,29,1,12,4/3/2019,1.37,5,66,18,1.5,
17501131,Artist Home 5 minute walk to Metro 30min from JFK,16356565,Shirley,Brooklyn,Flatbush,40.63356,-73.95073,Shared room,30,3,27,6/24/2019,1.25,2,1,67.5,2.5,
30441377,Great access/2min U can use 5 lines(EFMR7),200239515,Shogo,Queens,Woodside,40.74652,-73.89154,Private room,28,28,1,,,15,0,1,1,
6301965,Beautiful SoHo Loft,655506,Silvia,Manhattan,SoHo,40.7234,-73.99967,Entire home/apt,16,3,3,1/8/2018,0.16,1,0,4.5,1.5,
26431251,Captain's Cabin 001/Apmnt like,137999892,Simranjeet,Staten Island,Concord,40.60531,-74.08893,Private room,30,4,16,7/1/2019,1.3,7,334,24,1.5,
26431441,Captains Cabin 002/Apmnt like,137999892,Simranjeet,Staten Island,Concord,40.60697,-74.08765,Private room,30,4,11,7/6/2019,0.99,7,337,16.5,1.5,
23670513,Nice place for ladies only,177161276,Sissy,Bronx,Olinville,40.88455,-73.86587,Shared room,26,1,10,3/7/2019,0.67,1,312,15,1.5,
30590921,Feels Like Home Near JFK and LGA,16608415,Smidty,Brooklyn,East New York,40.66745,-73.89217,Private room,25,1,25,6/26/2019,3.61,3,211,62.5,2.5,
22925367,Couch with breakfast included and a view!,37818581,Sofia,Manhattan,East Harlem,40.80228,-73.93903,Shared room,30,1,30,6/1/2018,1.72,4,0,75,2.5,
22658582,Comfy couch in Manhattan!,37818581,Sofia,Manhattan,East Harlem,40.8024,-73.93735,Shared room,30,1,17,5/25/2018,0.94,4,0,25.5,1.5,
32786180,Comfortable private single room (Queens),234393604,Sol,Queens,Middle Village,40.71474,-73.89931,Private room,28,1,21,6/19/2019,6.49,1,14,52.5,2.5,
22637100,Private room in Queens Ny # 1,158540605,Sonia,Queens,Glendale,40.70099,-73.89034,Private room,25,1,101,7/4/2019,5.59,6,216,434.3,4.3,
22206207,Private room with visit to queens #4,158540605,Sonia,Queens,Glendale,40.69916,-73.8892,Private room,25,1,95,7/5/2019,6.18,6,258,351.5,3.7,
22636785,Private room with visit to queens # 2,158540605,Sonia,Queens,Glendale,40.70148,-73.88954,Private room,25,2,75,6/23/2019,4.29,6,254,277.5,3.7,
23505645,Private room with Visit queens #5,158540605,Sonia,Queens,Glendale,40.69987,-73.88952,Private room,30,2,57,7/1/2019,3.54,6,254,210.9,3.7,
32942632,Jackson Heights coziest private room,229637274,Sonia,Queens,Elmhurst,40.74642,-73.88044,Private room,30,1,15,7/3/2019,4.84,2,135,22.5,1.5,
35606165,Luggage storage only No Beds Available.,267872829,Sonya,Brooklyn,Fort Hamilton,40.61819,-74.03296,Shared room,20,1,1,6/27/2019,1,1,353,1.5,1.5,
16146834,Your cozy and comfy space near 7 train,17638424,Sophie,Queens,Elmhurst,40.74658,-73.87358,Private room,30,1,106,6/30/2019,3.36,8,142,455.8,4.3,
36101190,Flushing Hideout,30839692,Stavros,Queens,Flushing,40.75406,-73.80613,Shared room,25,1,1,6/30/2019,1,3,86,1.5,1.5,
20014072,Room for one at Stella's place,15617507,Stella,Bronx,Morris Park,40.85145,-73.86129,Private room,29,1,53,1/19/2019,2.65,3,137,196.1,3.7,
23429757,Peaceful Bushwick Apartment,41105459,Stephanie,Brooklyn,Bushwick,40.69029,-73.90623,Shared room,29,1,3,4/1/2018,0.18,1,0,4.5,1.5,
2036105,Private room  D,10384906,Susan,Brooklyn,Dyker Heights,40.6283,-74.01608,Private room,30,1,67,1/22/2019,0.99,5,150,247.9,3.7,
16811364,Queen Sized Bed Townhouse Apartment Near Subway,102482048,Susy,Brooklyn,Bushwick,40.6821,-73.90856,Private room,30,2,54,6/14/2019,1.87,4,179,199.8,3.7,
33632933,Comfy and quiet bed for women travelers,224150,Svetlana,Brooklyn,Midwood,40.61489,-73.94541,Shared room,26,2,5,5/10/2019,1.83,1,0,7.5,1.5,
35612982,Luggage drop off ONLY! Close to LGA & JFK,108512889,Syed,Queens,Sunnyside,40.73954,-73.92095,Shared room,12,1,1,,,1,359,1,1,
33664163,A Living Room,199833548,Syeda,Queens,Briarwood,40.70579,-73.81001,Shared room,30,1,10,6/11/2019,4.05,9,361,15,1.5,
16394179,Private Bedroom + Shared House,101809002,Tak,Brooklyn,Brownsville,40.65958,-73.91113,Private room,28,1,7,3/1/2017,0.23,1,0,10.5,1.5,
4519764,Private Space in Manhattan 8/25-9/9,16310013,Tan,Manhattan,Washington Heights,40.85181,-73.93824,Private room,29,7,1,,,1,0,1,1,
1428154,Central Peaceful Semi-Private Room,5912572,Tangier,Brooklyn,Flatbush,40.63899,-73.95177,Shared room,29,2,5,10/20/2014,0.07,1,321,7.5,1.5,
22305350,Bright clean private room in good neighborhood,335016,Theresa,Brooklyn,Bushwick,40.70398,-73.92403,Private room,29,2,7,8/13/2018,0.38,1,0,10.5,1.5,
8662610,Private Room - BedStuy - 2 Flr Unit,45513630,Thomas,Brooklyn,Bedford-Stuyvesant,40.69492,-73.94485,Private room,25,2,1,11/12/2015,0.02,1,0,1.5,1.5,
15966074,Evergreen Upper Bed for Female Traveler,101491116,Tong,Brooklyn,Cypress Hills,40.68313,-73.87077,Shared room,19,2,76,6/20/2019,2.4,6,120,281.2,3.7,
15888899,Evergreen Cozy Bed for Female Travelers,101491116,Tong,Brooklyn,Cypress Hills,40.6825,-73.87165,Shared room,25,1,64,6/3/2019,2.02,6,0,236.8,3.7,
28135693,"Girls House - ""Azalea"" Loft Upper Bed",101491116,Tong,Brooklyn,Cypress Hills,40.68385,-73.87088,Shared room,25,1,26,6/30/2019,2.57,6,23,65,2.5,
28136026,"Girls House - ""Bauhinia"" Lower Bed ",101491116,Tong,Brooklyn,Cypress Hills,40.68217,-73.8723,Shared room,25,1,25,6/19/2019,2.52,6,2,62.5,2.5,
28134807,"Girls House -  ""Dandelion"" Single Bed",101491116,Tong,Brooklyn,Cypress Hills,40.68276,-73.8708,Shared room,25,4,19,6/26/2019,1.91,6,16,28.5,1.5,
4265471,Ladies Shared Dorm Room (Top Bunk),3294438,Torell,Brooklyn,Bedford-Stuyvesant,40.68676,-73.95801,Shared room,30,2,13,7/1/2019,0.37,3,339,19.5,1.5,
33422954,Spacious Studio,251781156,Trinize,Bronx,Tremont,40.84581,-73.8889,Shared room,25,2,5,7/1/2019,1.6,1,146,7.5,1.5,
23729711,Quiet and Secluded Bedroom in East Harlem,3734637,Ty,Manhattan,East Harlem,40.79068,-73.94461,Private room,30,1,15,4/30/2018,0.94,3,0,22.5,1.5,
22245972,Bed in shared room in Crown Heights,162554140,Tzvi,Brooklyn,Prospect-Lefferts Gardens,40.66208,-73.9443,Shared room,22,14,1,,,1,0,1,1,
19475130,Private Bedroom in a Prewar Brownstone,136646834,Val,Manhattan,Washington Heights,40.83587,-73.93734,Private room,28,2,19,1/17/2018,0.78,1,0,28.5,1.5,
19197129,Best CoLiving next to Bushwick!,134293540,Valentin,Queens,Ridgewood,40.70508,-73.90217,Shared room,26,31,5,5/4/2018,0.22,4,365,7.5,1.5,
22349506,Shared room in nice surroundings in Ridgewood!!,134293540,Valentin,Queens,Ridgewood,40.70615,-73.90367,Shared room,27,31,5,7/6/2018,0.27,4,6,7.5,1.5,
19196911,Beautiful shared room in Modern CoLiving space,134293540,Valentin,Queens,Ridgewood,40.7061,-73.9115,Shared room,27,30,4,9/30/2018,0.18,4,6,6,1.5,
16805050,!!!Living&Working. Beautiful Coliving on Flatbush,2092314,Valentin,Brooklyn,East Flatbush,40.64513,-73.9488,Shared room,28,30,3,6/20/2018,0.13,7,365,4.5,1.5,
16852728,!!! Outpost Coliving . Shared twin room,2092314,Valentin,Brooklyn,East Flatbush,40.65024,-73.95051,Shared room,26,30,2,4/30/2018,0.09,7,365,3,1.5,
16822398,!!!Co-Housing taken to the Next Level /Flatbush/2,2092314,Valentin,Brooklyn,East Flatbush,40.64471,-73.9495,Shared room,20,30,1,8/10/2018,0.09,7,365,1.5,1.5,
16834485,! ! ! Coliving: live work create,2092314,Valentin,Brooklyn,East Flatbush,40.65151,-73.94957,Shared room,22,30,1,,,7,365,1,1,
16837628,Outpost Coliving. Great shared apartment Flatbush,2092314,Valentin,Brooklyn,East Flatbush,40.64136,-73.94705,Shared room,27,30,1,,,7,365,1,1,
16835493,!!!Outpost Coliving . Flatbush. Cozy shared room,2092314,Valentin,Brooklyn,Flatbush,40.64476,-73.96473,Shared room,28,30,1,,,7,365,1,1,
